player_ranking,tourney_year,tourney_name,tourney_location,tourney_dates,tourney_conditions,tourney_surface,opponent_name,match_win_loss,match_score
1,2007,ATP Masters Series Miami,"Miami, FL, U.S.A.",2007.03.19 - 2007.04.01,Outdoor,Hard,Nicolas Almagro,W,75 63
1,2007,ATP Masters Series Miami,"Miami, FL, U.S.A.",2007.03.19 - 2007.04.01,Outdoor,Hard,Sam Querrey,W,64 63
1,2007,ATP Masters Series Indian Wells,"Indian Wells, CA, U.S.A.",2007.03.05 - 2007.03.18,Outdoor,Hard,Guillermo Canas,L,57 26
1,2007,Dubai,"Dubai, U.A.E.",2007.02.26 - 2007.03.04,Outdoor,Hard,Mikhail Youzhny,W,64 63
1,2007,Dubai,"Dubai, U.A.E.",2007.02.26 - 2007.03.04,Outdoor,Hard,Tommy Haas,W,64 75
1,2007,Dubai,"Dubai, U.A.E.",2007.02.26 - 2007.03.04,Outdoor,Hard,Novak Djokovic,W,63 67(6) 63
1,2007,Dubai,"Dubai, U.A.E.",2007.02.26 - 2007.03.04,Outdoor,Hard,Daniele Bracciali,W,75 63
1,2007,Dubai,"Dubai, U.A.E.",2007.02.26 - 2007.03.04,Outdoor,Hard,Kristian Pless,W,76(2) 36 63
1,2007,Australian Open,"Melbourne, Australia",2007.01.15 - 2007.01.28,Outdoor,Hard,Fernando Gonzalez,W,76(2) 64 64
1,2007,Australian Open,"Melbourne, Australia",2007.01.15 - 2007.01.28,Outdoor,Hard,Andy Roddick,W,64 60 62
1,2007,Australian Open,"Melbourne, Australia",2007.01.15 - 2007.01.28,Outdoor,Hard,Tommy Robredo,W,63 76(2) 75
1,2007,Australian Open,"Melbourne, Australia",2007.01.15 - 2007.01.28,Outdoor,Hard,Novak Djokovic,W,62 75 63
1,2007,Australian Open,"Melbourne, Australia",2007.01.15 - 2007.01.28,Outdoor,Hard,Mikhail Youzhny,W,63 63 76(5) 
1,2007,Australian Open,"Melbourne, Australia",2007.01.15 - 2007.01.28,Outdoor,Hard,Jonas Bjorkman,W,62 63 62
1,2007,Australian Open,"Melbourne, Australia",2007.01.15 - 2007.01.28,Outdoor,Hard,Bjorn Phau,W,75 60 64
2,2008,Tennis Masters Cup,China,2008.11.10 - 2008.11.16,Indoor,Hard,Andy Murray,L,64 67(3) 57
2,2008,Tennis Masters Cup,China,2008.11.10 - 2008.11.16,Indoor,Hard,Radek Stepanek,W,76(4) 64
2,2008,Tennis Masters Cup,China,2008.11.10 - 2008.11.16,Indoor,Hard,Gilles Simon,L,64 46 36
2,2008,ATP World Tour Masters 1000 Paris,"Paris, France",2008.10.27 - 2008.11.02,Indoor,Hard,James Blake,L,(W/O)
2,2008,ATP World Tour Masters 1000 Paris,"Paris, France",2008.10.27 - 2008.11.02,Indoor,Hard,Marin Cilic,W,63 64
2,2008,ATP World Tour Masters 1000 Paris,"Paris, France",2008.10.27 - 2008.11.02,Indoor,Hard,Robin Soderling,W,64 76(7) 
2,2008,Basel,"Basel, Switzerland",2008.10.20 - 2008.10.26,Indoor,Hard,David Nalbandian,W,63 64
2,2008,Basel,"Basel, Switzerland",2008.10.20 - 2008.10.26,Indoor,Hard,Feliciano Lopez,W,63 62
2,2008,Basel,"Basel, Switzerland",2008.10.20 - 2008.10.26,Indoor,Hard,Simone Bolelli,W,62 63
2,2008,Basel,"Basel, Switzerland",2008.10.20 - 2008.10.26,Indoor,Hard,Jarkko Nieminen,W,76(6) 76(1) 
2,2008,Basel,"Basel, Switzerland",2008.10.20 - 2008.10.26,Indoor,Hard,Bobby Reynolds,W,63 67(6) 63
2,2008,ATP Masters Series Madrid,"Madrid, Spain",2008.10.13 - 2008.10.19,Indoor,Hard,Andy Murray,L,63 36 57
2,2008,ATP Masters Series Madrid,"Madrid, Spain",2008.10.13 - 2008.10.19,Indoor,Hard,Juan Martin del Potro,W,63 63
2,2008,ATP Masters Series Madrid,"Madrid, Spain",2008.10.13 - 2008.10.19,Indoor,Hard,Jo-Wilfried Tsonga,W,64 61
2,2008,ATP Masters Series Madrid,"Madrid, Spain",2008.10.13 - 2008.10.19,Indoor,Hard,Radek Stepanek,W,63 76(6) 
2,2008,SUI vs. BEL WG Play-offs,Switzerland,2008.09.15 - 2008.09.21,Indoor,Hard,Kristof Vliegen,W,76(1) 64 62
2,2008,US Open,"New York, NY, U.S.A.",2008.08.25 - 2008.09.07,Outdoor,Hard,Andy Murray,W,62 75 62
2,2008,US Open,"New York, NY, U.S.A.",2008.08.25 - 2008.09.07,Outdoor,Hard,Novak Djokovic,W,63 57 75 62
2,2008,US Open,"New York, NY, U.S.A.",2008.08.25 - 2008.09.07,Outdoor,Hard,Gilles Muller,W,76(5) 64 76(5) 
2,2008,US Open,"New York, NY, U.S.A.",2008.08.25 - 2008.09.07,Outdoor,Hard,Igor Andreev,W,67(5) 76(5) 63 36 63
2,2008,US Open,"New York, NY, U.S.A.",2008.08.25 - 2008.09.07,Outdoor,Hard,Radek Stepanek,W,63 63 62
2,2008,US Open,"New York, NY, U.S.A.",2008.08.25 - 2008.09.07,Outdoor,Hard,Thiago Alves,W,63 75 64
2,2008,US Open,"New York, NY, U.S.A.",2008.08.25 - 2008.09.07,Outdoor,Hard,Maximo Gonzalez,W,63 60 63
1,2008,Beijing Olympics,"Beijing, China",2008.08.11 - 2008.08.17,Outdoor,Hard,James Blake,L,46 67(2) 
1,2008,Beijing Olympics,"Beijing, China",2008.08.11 - 2008.08.17,Outdoor,Hard,Tomas Berdych,W,63 76(4) 
1,2008,Beijing Olympics,"Beijing, China",2008.08.11 - 2008.08.17,Outdoor,Hard,Rafael Arevalo,W,62 64
1,2008,Beijing Olympics,"Beijing, China",2008.08.11 - 2008.08.17,Outdoor,Hard,Dmitry Tursunov,W,64 62
1,2008,ATP Masters Series Cincinnati,"Cincinnati, OH, U.S.A.",2008.07.28 - 2008.08.03,Outdoor,Hard,Ivo Karlovic,L,67(6) 64 67(5) 
1,2008,ATP Masters Series Cincinnati,"Cincinnati, OH, U.S.A.",2008.07.28 - 2008.08.03,Outdoor,Hard,Robby Ginepri,W,67(2) 76(5) 60
1,2008,ATP Masters Series Canada,"Toronto, Canada",2008.07.21 - 2008.07.27,Outdoor,Hard,Gilles Simon,L,62 57 46
1,2008,Wimbledon,"London, Great Britain",2008.06.23 - 2008.07.06,Outdoor,Grass,Rafael Nadal,L,46 46 76(5) 76(8) 79
1,2008,Wimbledon,"London, Great Britain",2008.06.23 - 2008.07.06,Outdoor,Grass,Marat Safin,W,63 76(3) 64
1,2008,Wimbledon,"London, Great Britain",2008.06.23 - 2008.07.06,Outdoor,Grass,Mario Ancic,W,61 75 64
1,2008,Wimbledon,"London, Great Britain",2008.06.23 - 2008.07.06,Outdoor,Grass,Lleyton Hewitt,W,76(7) 62 64
1,2008,Wimbledon,"London, Great Britain",2008.06.23 - 2008.07.06,Outdoor,Grass,Marc Gicquel,W,63 63 61
1,2008,Wimbledon,"London, Great Britain",2008.06.23 - 2008.07.06,Outdoor,Grass,Robin Soderling,W,63 64 76(3) 
1,2008,Wimbledon,"London, Great Britain",2008.06.23 - 2008.07.06,Outdoor,Grass,Dominik Hrbaty,W,63 62 62
1,2008,Halle,"Halle, Germany",2008.06.09 - 2008.06.15,Outdoor,Grass,Philipp Kohlschreiber,W,63 64
1,2008,Halle,"Halle, Germany",2008.06.09 - 2008.06.15,Outdoor,Grass,Nicolas Kiefer,W,61 64
1,2008,Halle,"Halle, Germany",2008.06.09 - 2008.06.15,Outdoor,Grass,Marcos Baghdatis,W,64 64
1,2008,Halle,"Halle, Germany",2008.06.09 - 2008.06.15,Outdoor,Grass,Jan Vacek,W,75 63
1,2008,Halle,"Halle, Germany",2008.06.09 - 2008.06.15,Outdoor,Grass,Michael Berrer,W,64 62
1,2008,Roland Garros,"Paris, France",2008.05.26 - 2008.06.08,Outdoor,Clay,Rafael Nadal,L,16 36 06
1,2008,Roland Garros,"Paris, France",2008.05.26 - 2008.06.08,Outdoor,Clay,Gael Monfils,W,62 57 63 75
1,2008,Roland Garros,"Paris, France",2008.05.26 - 2008.06.08,Outdoor,Clay,Fernando Gonzalez,W,26 62 63 64
1,2008,Roland Garros,"Paris, France",2008.05.26 - 2008.06.08,Outdoor,Clay,Julien Benneteau,W,64 75 75
1,2008,Roland Garros,"Paris, France",2008.05.26 - 2008.06.08,Outdoor,Clay,Mario Ancic,W,63 64 62
1,2008,Roland Garros,"Paris, France",2008.05.26 - 2008.06.08,Outdoor,Clay,Albert Montanes,W,67(5) 61 60 64
1,2008,Roland Garros,"Paris, France",2008.05.26 - 2008.06.08,Outdoor,Clay,Sam Querrey,W,64 64 63
1,2008,ATP Masters Series Hamburg,"Hamburg, Germany",2008.05.12 - 2008.05.18,Outdoor,Clay,Rafael Nadal,L,57 76(3) 36
1,2008,ATP Masters Series Hamburg,"Hamburg, Germany",2008.05.12 - 2008.05.18,Outdoor,Clay,Andreas Seppi,W,63 61
1,2008,ATP Masters Series Hamburg,"Hamburg, Germany",2008.05.12 - 2008.05.18,Outdoor,Clay,Fernando Verdasco,W,63 63
1,2008,ATP Masters Series Hamburg,"Hamburg, Germany",2008.05.12 - 2008.05.18,Outdoor,Clay,Robin Soderling,W,63 62
1,2008,ATP Masters Series Hamburg,"Hamburg, Germany",2008.05.12 - 2008.05.18,Outdoor,Clay,Jarkko Nieminen,W,61 63
1,2008,ATP Masters Series Rome,"Rome, Italy",2008.05.05 - 2008.05.11,Outdoor,Clay,Radek Stepanek,L,67(4) 67(7) 
1,2008,ATP Masters Series Rome,"Rome, Italy",2008.05.05 - 2008.05.11,Outdoor,Clay,Ivo Karlovic,W,76(4) 63
1,2008,ATP Masters Series Rome,"Rome, Italy",2008.05.05 - 2008.05.11,Outdoor,Clay,Guillermo Canas,W,63 63
1,2008,ATP Masters Series Monte Carlo,"Monte Carlo, Monaco",2008.04.21 - 2008.04.27,Outdoor,Clay,Rafael Nadal,L,57 57
1,2008,ATP Masters Series Monte Carlo,"Monte Carlo, Monaco",2008.04.21 - 2008.04.27,Outdoor,Clay,Novak Djokovic,W,63 32 (RET)
1,2008,ATP Masters Series Monte Carlo,"Monte Carlo, Monaco",2008.04.21 - 2008.04.27,Outdoor,Clay,David Nalbandian,W,57 62 62
1,2008,ATP Masters Series Monte Carlo,"Monte Carlo, Monaco",2008.04.21 - 2008.04.27,Outdoor,Clay,Gael Monfils,W,63 64
1,2008,ATP Masters Series Monte Carlo,"Monte Carlo, Monaco",2008.04.21 - 2008.04.27,Outdoor,Clay,Ruben Ramirez Hidalgo,W,61 36 76(1) 
1,2008,Estoril,"Estoril, Portugal",2008.04.14 - 2008.04.20,Outdoor,Clay,Nikolay Davydenko,W,76(5) 12 (RET)
1,2008,Estoril,"Estoril, Portugal",2008.04.14 - 2008.04.20,Outdoor,Clay,Denis Gremelmayr,W,26 75 61
1,2008,Estoril,"Estoril, Portugal",2008.04.14 - 2008.04.20,Outdoor,Clay,Fred Gil,W,64 61
1,2008,Estoril,"Estoril, Portugal",2008.04.14 - 2008.04.20,Outdoor,Clay,Victor Hanescu,W,63 62
1,2008,Estoril,"Estoril, Portugal",2008.04.14 - 2008.04.20,Outdoor,Clay,Olivier Rochus,W,46 63 62
1,2008,ATP Masters Series Miami,"Miami, FL, U.S.A.",2008.03.24 - 2008.04.06,Outdoor,Hard,Andy Roddick,L,67(4) 64 36
1,2008,ATP Masters Series Miami,"Miami, FL, U.S.A.",2008.03.24 - 2008.04.06,Outdoor,Hard,Jose Acasuso,W,76(5) 62
1,2008,ATP Masters Series Miami,"Miami, FL, U.S.A.",2008.03.24 - 2008.04.06,Outdoor,Hard,Robin Soderling,W,64 30 (RET)
1,2008,ATP Masters Series Miami,"Miami, FL, U.S.A.",2008.03.24 - 2008.04.06,Outdoor,Hard,Gael Monfils,W,63 64
1,2008,ATP Masters Series Indian Wells,"Indian Wells, CA, U.S.A.",2008.03.10 - 2008.03.23,Outdoor,Hard,Mardy Fish,L,36 26
1,2008,ATP Masters Series Indian Wells,"Indian Wells, CA, U.S.A.",2008.03.10 - 2008.03.23,Outdoor,Hard,Tommy Haas,W,(W/O)
1,2008,ATP Masters Series Indian Wells,"Indian Wells, CA, U.S.A.",2008.03.10 - 2008.03.23,Outdoor,Hard,Ivan Ljubicic,W,63 64
1,2008,ATP Masters Series Indian Wells,"Indian Wells, CA, U.S.A.",2008.03.10 - 2008.03.23,Outdoor,Hard,Nicolas Mahut,W,61 61
1,2008,ATP Masters Series Indian Wells,"Indian Wells, CA, U.S.A.",2008.03.10 - 2008.03.23,Outdoor,Hard,Guillermo Garcia-Lopez,W,63 62
1,2008,Dubai,"Dubai, U.A.E.",2008.03.03 - 2008.03.09,Outdoor,Hard,Andy Murray,L,76(6) 36 46
1,2008,Australian Open,"Melbourne, Australia",2008.01.14 - 2008.01.27,Outdoor,Hard,Novak Djokovic,L,57 36 67(5) 
1,2008,Australian Open,"Melbourne, Australia",2008.01.14 - 2008.01.27,Outdoor,Hard,James Blake,W,75 76(5) 64
1,2008,Australian Open,"Melbourne, Australia",2008.01.14 - 2008.01.27,Outdoor,Hard,Tomas Berdych,W,64 76(7) 63
1,2008,Australian Open,"Melbourne, Australia",2008.01.14 - 2008.01.27,Outdoor,Hard,Janko Tipsarevic,W,67(5) 76(1) 57 61 10-8
1,2008,Australian Open,"Melbourne, Australia",2008.01.14 - 2008.01.27,Outdoor,Hard,Fabrice Santoro,W,61 62 60
1,2008,Australian Open,"Melbourne, Australia",2008.01.14 - 2008.01.27,Outdoor,Hard,Diego Hartfield,W,60 63 60
1,2009,Barclays ATP World Tour Finals,"London, England",2009.11.23 - 2009.11.29,Indoor,Hard,Nikolay Davydenko,L,26 64 57
1,2009,Barclays ATP World Tour Finals,"London, England",2009.11.23 - 2009.11.29,Indoor,Hard,Juan Martin del Potro,L,26 76(5) 36
1,2009,Barclays ATP World Tour Finals,"London, England",2009.11.23 - 2009.11.29,Indoor,Hard,Andy Murray,W,36 63 61
1,2009,Barclays ATP World Tour Finals,"London, England",2009.11.23 - 2009.11.29,Indoor,Hard,Fernando Verdasco,W,46 75 61
1,2009,ATP World Tour Masters 1000 Paris,"Paris, France",2009.11.09 - 2009.11.15,Indoor,Hard,Julien Benneteau,L,63 67(4) 46
1,2009,Basel,"Basel, Switzerland",2009.11.02 - 2009.11.08,Indoor,Hard,Novak Djokovic,L,46 64 26
1,2009,Basel,"Basel, Switzerland",2009.11.02 - 2009.11.08,Indoor,Hard,Marco Chiudinelli,W,76(7) 63
1,2009,Basel,"Basel, Switzerland",2009.11.02 - 2009.11.08,Indoor,Hard,Evgeny Korolev,W,63 62
1,2009,Basel,"Basel, Switzerland",2009.11.02 - 2009.11.08,Indoor,Hard,Andreas Seppi,W,63 63
1,2009,Basel,"Basel, Switzerland",2009.11.02 - 2009.11.08,Indoor,Hard,Olivier Rochus,W,63 64
1,2009,ITA vs. SUI WG Play-off,Italy,2009.09.14 - 2009.09.20,Outdoor,Clay,Potito Starace,W,63 60 64
1,2009,ITA vs. SUI WG Play-off,Italy,2009.09.14 - 2009.09.20,Outdoor,Clay,Simone Bolelli,W,63 64 61
1,2009,US Open,"New York, NY, U.S.A.",2009.08.31 - 2009.09.13,Outdoor,Hard,Juan Martin del Potro,L,63 67(5) 64 67(4) 26
1,2009,US Open,"New York, NY, U.S.A.",2009.08.31 - 2009.09.13,Outdoor,Hard,Novak Djokovic,W,76(3) 75 75
1,2009,US Open,"New York, NY, U.S.A.",2009.08.31 - 2009.09.13,Outdoor,Hard,Robin Soderling,W,60 63 67(6) 76(6) 
1,2009,US Open,"New York, NY, U.S.A.",2009.08.31 - 2009.09.13,Outdoor,Hard,Tommy Robredo,W,75 62 62
1,2009,US Open,"New York, NY, U.S.A.",2009.08.31 - 2009.09.13,Outdoor,Hard,Lleyton Hewitt,W,46 63 75 64
1,2009,US Open,"New York, NY, U.S.A.",2009.08.31 - 2009.09.13,Outdoor,Hard,Simon Greul,W,63 75 75
1,2009,US Open,"New York, NY, U.S.A.",2009.08.31 - 2009.09.13,Outdoor,Hard,Devin Britton,W,61 63 75
1,2009,ATP World Tour Masters 1000 Cincinnati,"Cincinnati, OH, U.S.A.",2009.08.17 - 2009.08.23,Outdoor,Hard,Novak Djokovic,W,61 75
1,2009,ATP World Tour Masters 1000 Cincinnati,"Cincinnati, OH, U.S.A.",2009.08.17 - 2009.08.23,Outdoor,Hard,Andy Murray,W,62 76(8) 
1,2009,ATP World Tour Masters 1000 Cincinnati,"Cincinnati, OH, U.S.A.",2009.08.17 - 2009.08.23,Outdoor,Hard,Lleyton Hewitt,W,63 64
1,2009,ATP World Tour Masters 1000 Cincinnati,"Cincinnati, OH, U.S.A.",2009.08.17 - 2009.08.23,Outdoor,Hard,David Ferrer,W,36 63 64
1,2009,ATP World Tour Masters 1000 Cincinnati,"Cincinnati, OH, U.S.A.",2009.08.17 - 2009.08.23,Outdoor,Hard,Jose Acasuso,W,63 75
1,2009,ATP World Tour Masters 1000 Canada,"Montreal, Canada",2009.08.10 - 2009.08.16,Outdoor,Hard,Jo-Wilfried Tsonga,L,67(5) 61 67(3) 
1,2009,ATP World Tour Masters 1000 Canada,"Montreal, Canada",2009.08.10 - 2009.08.16,Outdoor,Hard,Stan Wawrinka,W,63 76(5) 
1,2009,ATP World Tour Masters 1000 Canada,"Montreal, Canada",2009.08.10 - 2009.08.16,Outdoor,Hard,Frederic Niemeyer,W,76(3) 64
2,2009,Wimbledon,"London, Great Britain",2009.06.22 - 2009.07.05,Outdoor,Grass,Andy Roddick,W,57 76(6) 76(5) 36 16-14
2,2009,Wimbledon,"London, Great Britain",2009.06.22 - 2009.07.05,Outdoor,Grass,Tommy Haas,W,76(3) 75 63
2,2009,Wimbledon,"London, Great Britain",2009.06.22 - 2009.07.05,Outdoor,Grass,Ivo Karlovic,W,63 75 76(3) 
2,2009,Wimbledon,"London, Great Britain",2009.06.22 - 2009.07.05,Outdoor,Grass,Robin Soderling,W,64 76(5) 76(5) 
2,2009,Wimbledon,"London, Great Britain",2009.06.22 - 2009.07.05,Outdoor,Grass,Philipp Kohlschreiber,W,63 62 67(5) 61
2,2009,Wimbledon,"London, Great Britain",2009.06.22 - 2009.07.05,Outdoor,Grass,Guillermo Garcia-Lopez,W,62 62 64
2,2009,Wimbledon,"London, Great Britain",2009.06.22 - 2009.07.05,Outdoor,Grass,Yen-Hsun Lu,W,75 63 62
2,2009,Roland Garros,"Paris, France",2009.05.25 - 2009.06.07,Outdoor,Clay,Robin Soderling,W,61 76(1) 64
2,2009,Roland Garros,"Paris, France",2009.05.25 - 2009.06.07,Outdoor,Clay,Juan Martin del Potro,W,36 76(2) 26 61 64
2,2009,Roland Garros,"Paris, France",2009.05.25 - 2009.06.07,Outdoor,Clay,Gael Monfils,W,76(6) 62 64
2,2009,Roland Garros,"Paris, France",2009.05.25 - 2009.06.07,Outdoor,Clay,Tommy Haas,W,67(4) 57 64 60 62
2,2009,Roland Garros,"Paris, France",2009.05.25 - 2009.06.07,Outdoor,Clay,Paul-Henri Mathieu,W,46 61 64 64
2,2009,Roland Garros,"Paris, France",2009.05.25 - 2009.06.07,Outdoor,Clay,Jose Acasuso,W,76(8) 57 76(2) 62
2,2009,Roland Garros,"Paris, France",2009.05.25 - 2009.06.07,Outdoor,Clay,Alberto Martin,W,64 63 62
2,2009,ATP World Tour Masters 1000 Madrid,"Madrid, Spain",2009.05.11 - 2009.05.17,Outdoor,Clay,Rafael Nadal,W,64 64
2,2009,ATP World Tour Masters 1000 Madrid,"Madrid, Spain",2009.05.11 - 2009.05.17,Outdoor,Clay,Juan Martin del Potro,W,63 64
2,2009,ATP World Tour Masters 1000 Madrid,"Madrid, Spain",2009.05.11 - 2009.05.17,Outdoor,Clay,Andy Roddick,W,75 67(5) 61
2,2009,ATP World Tour Masters 1000 Madrid,"Madrid, Spain",2009.05.11 - 2009.05.17,Outdoor,Clay,James Blake,W,62 64
2,2009,ATP World Tour Masters 1000 Madrid,"Madrid, Spain",2009.05.11 - 2009.05.17,Outdoor,Clay,Robin Soderling,W,61 75
2,2009,ATP World Tour Masters 1000 Rome,"Rome, Italy",2009.04.27 - 2009.05.03,Outdoor,Clay,Novak Djokovic,L,64 36 36
2,2009,ATP World Tour Masters 1000 Rome,"Rome, Italy",2009.04.27 - 2009.05.03,Outdoor,Clay,Mischa Zverev,W,76(3) 62
2,2009,ATP World Tour Masters 1000 Rome,"Rome, Italy",2009.04.27 - 2009.05.03,Outdoor,Clay,Radek Stepanek,W,64 61
2,2009,ATP World Tour Masters 1000 Rome,"Rome, Italy",2009.04.27 - 2009.05.03,Outdoor,Clay,Ivo Karlovic,W,64 64
2,2009,ATP World Tour Masters 1000 Monte Carlo,"Monte Carlo, Monaco",2009.04.13 - 2009.04.19,Outdoor,Clay,Stan Wawrinka,L,46 57
2,2009,ATP World Tour Masters 1000 Monte Carlo,"Monte Carlo, Monaco",2009.04.13 - 2009.04.19,Outdoor,Clay,Andreas Seppi,W,64 64
2,2009,ATP World Tour Masters 1000 Miami,"Miami, FL, U.S.A.",2009.03.23 - 2009.04.05,Outdoor,Hard,Novak Djokovic,L,63 26 36
2,2009,ATP World Tour Masters 1000 Miami,"Miami, FL, U.S.A.",2009.03.23 - 2009.04.05,Outdoor,Hard,Andy Roddick,W,63 46 64
2,2009,ATP World Tour Masters 1000 Miami,"Miami, FL, U.S.A.",2009.03.23 - 2009.04.05,Outdoor,Hard,Taylor Dent,W,63 62
2,2009,ATP World Tour Masters 1000 Miami,"Miami, FL, U.S.A.",2009.03.23 - 2009.04.05,Outdoor,Hard,Nicolas Kiefer,W,64 61
2,2009,ATP World Tour Masters 1000 Miami,"Miami, FL, U.S.A.",2009.03.23 - 2009.04.05,Outdoor,Hard,Kevin Kim,W,63 62
2,2009,ATP World Tour Masters 1000 Indian Wells,"Indian Wells, CA, U.S.A.",2009.03.09 - 2009.03.22,Outdoor,Hard,Andy Murray,L,36 64 16
2,2009,ATP World Tour Masters 1000 Indian Wells,"Indian Wells, CA, U.S.A.",2009.03.09 - 2009.03.22,Outdoor,Hard,Fernando Verdasco,W,63 76(5) 
2,2009,ATP World Tour Masters 1000 Indian Wells,"Indian Wells, CA, U.S.A.",2009.03.09 - 2009.03.22,Outdoor,Hard,Fernando Gonzalez,W,63 57 62
2,2009,ATP World Tour Masters 1000 Indian Wells,"Indian Wells, CA, U.S.A.",2009.03.09 - 2009.03.22,Outdoor,Hard,Ivo Karlovic,W,76(4) 63
2,2009,ATP World Tour Masters 1000 Indian Wells,"Indian Wells, CA, U.S.A.",2009.03.09 - 2009.03.22,Outdoor,Hard,Marc Gicquel,W,76(4) 64
2,2009,Australian Open,"Melbourne, Australia",2009.01.19 - 2009.02.01,Outdoor,Hard,Rafael Nadal,L,57 63 67(3) 63 26
2,2009,Australian Open,"Melbourne, Australia",2009.01.19 - 2009.02.01,Outdoor,Hard,Andy Roddick,W,62 75 75
2,2009,Australian Open,"Melbourne, Australia",2009.01.19 - 2009.02.01,Outdoor,Hard,Juan Martin del Potro,W,63 60 60
2,2009,Australian Open,"Melbourne, Australia",2009.01.19 - 2009.02.01,Outdoor,Hard,Tomas Berdych,W,46 67(4) 64 64 62
2,2009,Australian Open,"Melbourne, Australia",2009.01.19 - 2009.02.01,Outdoor,Hard,Marat Safin,W,63 62 76(5) 
2,2009,Australian Open,"Melbourne, Australia",2009.01.19 - 2009.02.01,Outdoor,Hard,Evgeny Korolev,W,62 63 61
2,2009,Australian Open,"Melbourne, Australia",2009.01.19 - 2009.02.01,Outdoor,Hard,Andreas Seppi,W,61 76(4) 75
2,2009,Doha,"Doha, Qatar",2009.01.05 - 2009.01.11,Outdoor,Hard,Andy Murray,L,76(6) 26 26
2,2009,Doha,"Doha, Qatar",2009.01.05 - 2009.01.11,Outdoor,Hard,Philipp Kohlschreiber,W,62 76(6) 
2,2009,Doha,"Doha, Qatar",2009.01.05 - 2009.01.11,Outdoor,Hard,Andreas Seppi,W,63 63
2,2009,Doha,"Doha, Qatar",2009.01.05 - 2009.01.11,Outdoor,Hard,Potito Starace,W,62 62
2,2010,Barclays ATP World Tour Finals,"London, England",2010.11.22 - 2010.11.28,Indoor,Hard,Rafael Nadal,W,63 36 61
2,2010,Barclays ATP World Tour Finals,"London, England",2010.11.22 - 2010.11.28,Indoor,Hard,Novak Djokovic,W,61 64
2,2010,Barclays ATP World Tour Finals,"London, England",2010.11.22 - 2010.11.28,Indoor,Hard,Robin Soderling,W,76(5) 63
2,2010,Barclays ATP World Tour Finals,"London, England",2010.11.22 - 2010.11.28,Indoor,Hard,Andy Murray,W,64 62
2,2010,Barclays ATP World Tour Finals,"London, England",2010.11.22 - 2010.11.28,Indoor,Hard,David Ferrer,W,61 64
2,2010,ATP World Tour Masters 1000 Paris,"Paris, France",2010.11.08 - 2010.11.14,Indoor,Hard,Gael Monfils,L,67(7) 76(1) 67(4) 
2,2010,ATP World Tour Masters 1000 Paris,"Paris, France",2010.11.08 - 2010.11.14,Indoor,Hard,Jurgen Melzer,W,61 76(4) 
2,2010,ATP World Tour Masters 1000 Paris,"Paris, France",2010.11.08 - 2010.11.14,Indoor,Hard,Radek Stepanek,W,64 63
2,2010,ATP World Tour Masters 1000 Paris,"Paris, France",2010.11.08 - 2010.11.14,Indoor,Hard,Richard Gasquet,W,64 64
2,2010,Basel,"Basel, Switzerland",2010.11.01 - 2010.11.07,Indoor,Hard,Novak Djokovic,W,64 36 61
2,2010,Basel,"Basel, Switzerland",2010.11.01 - 2010.11.07,Indoor,Hard,Andy Roddick,W,62 64
2,2010,Basel,"Basel, Switzerland",2010.11.01 - 2010.11.07,Indoor,Hard,Radek Stepanek,W,63 62
2,2010,Basel,"Basel, Switzerland",2010.11.01 - 2010.11.07,Indoor,Hard,Janko Tipsarevic,W,63 64
2,2010,Basel,"Basel, Switzerland",2010.11.01 - 2010.11.07,Indoor,Hard,Alexandr Dolgopolov,W,64 52 (RET)
2,2010,Stockholm,"Stockholm, Sweden",2010.10.18 - 2010.10.24,Indoor,Hard,Florian Mayer,W,64 63
2,2010,Stockholm,"Stockholm, Sweden",2010.10.18 - 2010.10.24,Indoor,Hard,Ivan Ljubicic,W,76(5) 62
2,2010,Stockholm,"Stockholm, Sweden",2010.10.18 - 2010.10.24,Indoor,Hard,Stan Wawrinka,W,26 63 62
2,2010,Stockholm,"Stockholm, Sweden",2010.10.18 - 2010.10.24,Indoor,Hard,Taylor Dent,W,61 62
3,2010,ATP World Tour Masters 1000 Shanghai,"Shanghai, China",2010.10.11 - 2010.10.17,Outdoor,Hard,Andy Murray,L,36 26
3,2010,ATP World Tour Masters 1000 Shanghai,"Shanghai, China",2010.10.11 - 2010.10.17,Outdoor,Hard,Novak Djokovic,W,75 64
3,2010,ATP World Tour Masters 1000 Shanghai,"Shanghai, China",2010.10.11 - 2010.10.17,Outdoor,Hard,Robin Soderling,W,61 61
3,2010,ATP World Tour Masters 1000 Shanghai,"Shanghai, China",2010.10.11 - 2010.10.17,Outdoor,Hard,Andreas Seppi,W,63 64
3,2010,ATP World Tour Masters 1000 Shanghai,"Shanghai, China",2010.10.11 - 2010.10.17,Outdoor,Hard,John Isner,W,63 64
2,2010,US Open,"New York, NY, U.S.A.",2010.08.30 - 2010.09.12,Outdoor,Hard,Novak Djokovic,L,75 16 75 26 57
2,2010,US Open,"New York, NY, U.S.A.",2010.08.30 - 2010.09.12,Outdoor,Hard,Robin Soderling,W,64 64 75
2,2010,US Open,"New York, NY, U.S.A.",2010.08.30 - 2010.09.12,Outdoor,Hard,Jurgen Melzer,W,63 76(4) 63
2,2010,US Open,"New York, NY, U.S.A.",2010.08.30 - 2010.09.12,Outdoor,Hard,Paul-Henri Mathieu,W,64 63 63
